source_document,source_page,source_citation,measurement_name,body_region,measurement_method_note,population,country,sex,age_group,sample_size,stat_type,percentile,value_cm,value_mm,value_in,data_quality_note
Biometric analysis hand parameters in young adults for prosthetic hand and ergonomic product applications,5,"Chatzioglou GN, Pinar Y, Govsa F. (2024). Biometric analysis hand parameters in young adults for prosthetic hand and ergonomic product applications. Anatomy & Cell Biology, 57:172-182. https://doi.org/10.5115/acb.23.310","Finger length (combined, right hand) - Little finger",hand,Photo-anthropometric (ImageJ); right-hand dominant side; finger length = first proximal palmar crease to distal phalanx tip; values in mm,Young adults (age 18-30),Turkey,combined,18-30,51,max,,6.15,61.5,2.4213,
Normative data for the anthropometric hand dimensions of the Mexican population,6,"Rodríguez-Vega G, Rodríguez-Vega DA. (2024). Normative data for the anthropometric hand dimensions of the Mexican population. European Public & Social Innovation Review, 9, 1-15. https://doi.org/10.31637/epsir-2024-932",Hand length,hand,"Traditional caliper (dominant hand); HL=wrist stylion to middle-finger tip; PL=wrist crease to middle-finger base crease; HB=metacarpal II-V; HGD=thumb-index grip circle diameter; HL/PL/HB in cm, HGD in mm","General population, Northwest Mexico",Mexico,male,15-59,2275,mean,,18.82,188.2,7.4094,
Normative data for the anthropometric hand dimensions of the Mexican population,6,"Rodríguez-Vega G, Rodríguez-Vega DA. (2024). Normative data for the anthropometric hand dimensions of the Mexican population. European Public & Social Innovation Review, 9, 1-15. https://doi.org/10.31637/epsir-2024-932",Hand length,hand,"Traditional caliper (dominant hand); HL=wrist stylion to middle-finger tip; PL=wrist crease to middle-finger base crease; HB=metacarpal II-V; HGD=thumb-index grip circle diameter; HL/PL/HB in cm, HGD in mm","General population, Northwest Mexico",Mexico,male,15-59,2275,std_dev,,0.85,8.5,0.3346,
Normative data for the anthropometric hand dimensions of the Mexican population,6,"Rodríguez-Vega G, Rodríguez-Vega DA. (2024). Normative data for the anthropometric hand dimensions of the Mexican population. European Public & Social Innovation Review, 9, 1-15. https://doi.org/10.31637/epsir-2024-932",Hand length,hand,"Traditional caliper (dominant hand); HL=wrist stylion to middle-finger tip; PL=wrist crease to middle-finger base crease; HB=metacarpal II-V; HGD=thumb-index grip circle diameter; HL/PL/HB in cm, HGD in mm","General population, Northwest Mexico",Mexico,male,15-59,2275,percentile,5,17.42,174.2,6.8583,
Normative data for the anthropometric hand dimensions of the Mexican population,6,"Rodríguez-Vega G, Rodríguez-Vega DA. (2024). Normative data for the anthropometric hand dimensions of the Mexican population. European Public & Social Innovation Review, 9, 1-15. https://doi.org/10.31637/epsir-2024-932",Hand length,hand,"Traditional caliper (dominant hand); HL=wrist stylion to middle-finger tip; PL=wrist crease to middle-finger base crease; HB=metacarpal II-V; HGD=thumb-index grip circle diameter; HL/PL/HB in cm, HGD in mm","General population, Northwest Mexico",Mexico,male,15-59,2275,percentile,50,18.8,188.0,7.4016,
Normative data for the anthropometric hand dimensions of the Mexican population,6,"Rodríguez-Vega G, Rodríguez-Vega DA. (2024). Normative data for the anthropometric hand dimensions of the Mexican population. European Public & Social Innovation Review, 9, 1-15. https://doi.org/10.31637/epsir-2024-932",Hand length,hand,"Traditional caliper (dominant hand); HL=wrist stylion to middle-finger tip; PL=wrist crease to middle-finger base crease; HB=metacarpal II-V; HGD=thumb-index grip circle diameter; HL/PL/HB in cm, HGD in mm","General population, Northwest Mexico",Mexico,male,15-59,2275,percentile,95,20.22,202.2,7.9606,
Normative data for the anthropometric hand dimensions of the Mexican population,6,"Rodríguez-Vega G, Rodríguez-Vega DA. (2024). Normative data for the anthropometric hand dimensions of the Mexican population. European Public & Social Innovation Review, 9, 1-15. https://doi.org/10.31637/epsir-2024-932",Palm length,hand,"Traditional caliper (dominant hand); HL=wrist stylion to middle-finger tip; PL=wrist crease to middle-finger base crease; HB=metacarpal II-V; HGD=thumb-index grip circle diameter; HL/PL/HB in cm, HGD in mm","General population, Northwest Mexico",Mexico,male,15-59,2275,mean,,10.77,107.7,4.2402,
Normative data for the anthropometric hand dimensions of the Mexican population,6,"Rodríguez-Vega G, Rodríguez-Vega DA. (2024). Normative data for the anthropometric hand dimensions of the Mexican population. European Public & Social Innovation Review, 9, 1-15. https://doi.org/10.31637/epsir-2024-932",Palm length,hand,"Traditional caliper (dominant hand); HL=wrist stylion to middle-finger tip; PL=wrist crease to middle-finger base crease; HB=metacarpal II-V; HGD=thumb-index grip circle diameter; HL/PL/HB in cm, HGD in mm","General population, Northwest Mexico",Mexico,male,15-59,2275,std_dev,,0.62,6.2,0.2441,
Normative data for the anthropometric hand dimensions of the Mexican population,6,"Rodríguez-Vega G, Rodríguez-Vega DA. (2024). Normative data for the anthropometric hand dimensions of the Mexican population. European Public & Social Innovation Review, 9, 1-15. https://doi.org/10.31637/epsir-2024-932",Palm length,hand,"Traditional caliper (dominant hand); HL=wrist stylion to middle-finger tip; PL=wrist crease to middle-finger base crease; HB=metacarpal II-V; HGD=thumb-index grip circle diameter; HL/PL/HB in cm, HGD in mm","General population, Northwest Mexico",Mexico,male,15-59,2275,percentile,5,9.75,97.5,3.8386,
Normative data for the anthropometric hand dimensions of the Mexican population,6,"Rodríguez-Vega G, Rodríguez-Vega DA. (2024). Normative data for the anthropometric hand dimensions of the Mexican population. European Public & Social Innovation Review, 9, 1-15. https://doi.org/10.31637/epsir-2024-932",Palm length,hand,"Traditional caliper (dominant hand); HL=wrist stylion to middle-finger tip; PL=wrist crease to middle-finger base crease; HB=metacarpal II-V; HGD=thumb-index grip circle diameter; HL/PL/HB in cm, HGD in mm","General population, Northwest Mexico",Mexico,male,15-59,2275,percentile,50,10.7,107.0,4.2126,
Normative data for the anthropometric hand dimensions of the Mexican population,6,"Rodríguez-Vega G, Rodríguez-Vega DA. (2024). Normative data for the anthropometric hand dimensions of the Mexican population. European Public & Social Innovation Review, 9, 1-15. https://doi.org/10.31637/epsir-2024-932",Palm length,hand,"Traditional caliper (dominant hand); HL=wrist stylion to middle-finger tip; PL=wrist crease to middle-finger base crease; HB=metacarpal II-V; HGD=thumb-index grip circle diameter; HL/PL/HB in cm, HGD in mm","General population, Northwest Mexico",Mexico,male,15-59,2275,percentile,95,11.78,117.8,4.6378,
Normative data for the anthropometric hand dimensions of the Mexican population,6,"Rodríguez-Vega G, Rodríguez-Vega DA. (2024). Normative data for the anthropometric hand dimensions of the Mexican population. European Public & Social Innovation Review, 9, 1-15. https://doi.org/10.31637/epsir-2024-932",Hand breadth (metacarpal),hand,"Traditional caliper (dominant hand); HL=wrist stylion to middle-finger tip; PL=wrist crease to middle-finger base crease; HB=metacarpal II-V; HGD=thumb-index grip circle diameter; HL/PL/HB in cm, HGD in mm","General population, Northwest Mexico",Mexico,male,15-59,2275,mean,,8.79,87.9,3.4606,
Normative data for the anthropometric hand dimensions of the Mexican population,6,"Rodríguez-Vega G, Rodríguez-Vega DA. (2024). Normative data for the anthropometric hand dimensions of the Mexican population. European Public & Social Innovation Review, 9, 1-15. https://doi.org/10.31637/epsir-2024-932",Hand breadth (metacarpal),hand,"Traditional caliper (dominant hand); HL=wrist stylion to middle-finger tip; PL=wrist crease to middle-finger base crease; HB=metacarpal II-V; HGD=thumb-index grip circle diameter; HL/PL/HB in cm, HGD in mm","General population, Northwest Mexico",Mexico,male,15-59,2275,std_dev,,0.51,5.1,0.2008,
Normative data for the anthropometric hand dimensions of the Mexican population,6,"Rodríguez-Vega G, Rodríguez-Vega DA. (2024). Normative data for the anthropometric hand dimensions of the Mexican population. European Public & Social Innovation Review, 9, 1-15. https://doi.org/10.31637/epsir-2024-932",Hand breadth (metacarpal),hand,"Traditional caliper (dominant hand); HL=wrist stylion to middle-finger tip; PL=wrist crease to middle-finger base crease; HB=metacarpal II-V; HGD=thumb-index grip circle diameter; HL/PL/HB in cm, HGD in mm","General population, Northwest Mexico",Mexico,male,15-59,2275,percentile,5,7.96,79.6,3.1339,
Normative data for the anthropometric hand dimensions of the Mexican population,6,"Rodríguez-Vega G, Rodríguez-Vega DA. (2024). Normative data for the anthropometric hand dimensions of the Mexican population. European Public & Social Innovation Review, 9, 1-15. https://doi.org/10.31637/epsir-2024-932",Hand breadth (metacarpal),hand,"Traditional caliper (dominant hand); HL=wrist stylion to middle-finger tip; PL=wrist crease to middle-finger base crease; HB=metacarpal II-V; HGD=thumb-index grip circle diameter; HL/PL/HB in cm, HGD in mm","General population, Northwest Mexico",Mexico,male,15-59,2275,percentile,50,8.8,88.0,3.4646,
Normative data for the anthropometric hand dimensions of the Mexican population,6,"Rodríguez-Vega G, Rodríguez-Vega DA. (2024). Normative data for the anthropometric hand dimensions of the Mexican population. European Public & Social Innovation Review, 9, 1-15. https://doi.org/10.31637/epsir-2024-932",Hand breadth (metacarpal),hand,"Traditional caliper (dominant hand); HL=wrist stylion to middle-finger tip; PL=wrist crease to middle-finger base crease; HB=metacarpal II-V; HGD=thumb-index grip circle diameter; HL/PL/HB in cm, HGD in mm","General population, Northwest Mexico",Mexico,male,15-59,2275,percentile,95,9.62,96.2,3.7874,
Normative data for the anthropometric hand dimensions of the Mexican population,6,"Rodríguez-Vega G, Rodríguez-Vega DA. (2024). Normative data for the anthropometric hand dimensions of the Mexican population. European Public & Social Innovation Review, 9, 1-15. https://doi.org/10.31637/epsir-2024-932",Hand grip diameter,hand,"Traditional caliper (dominant hand); HL=wrist stylion to middle-finger tip; PL=wrist crease to middle-finger base crease; HB=metacarpal II-V; HGD=thumb-index grip circle diameter; HL/PL/HB in cm, HGD in mm","General population, Northwest Mexico",Mexico,male,15-59,2275,mean,,4.814,48.14,1.8953,
Normative data for the anthropometric hand dimensions of the Mexican population,6,"Rodríguez-Vega G, Rodríguez-Vega DA. (2024). Normative data for the anthropometric hand dimensions of the Mexican population. European Public & Social Innovation Review, 9, 1-15. https://doi.org/10.31637/epsir-2024-932",Hand grip diameter,hand,"Traditional caliper (dominant hand); HL=wrist stylion to middle-finger tip; PL=wrist crease to middle-finger base crease; HB=metacarpal II-V; HGD=thumb-index grip circle diameter; HL/PL/HB in cm, HGD in mm","General population, Northwest Mexico",Mexico,male,15-59,2275,std_dev,,0.386,3.86,0.152,
Normative data for the anthropometric hand dimensions of the Mexican population,6,"Rodríguez-Vega G, Rodríguez-Vega DA. (2024). Normative data for the anthropometric hand dimensions of the Mexican population. European Public & Social Innovation Review, 9, 1-15. https://doi.org/10.31637/epsir-2024-932",Hand grip diameter,hand,"Traditional caliper (dominant hand); HL=wrist stylion to middle-finger tip; PL=wrist crease to middle-finger base crease; HB=metacarpal II-V; HGD=thumb-index grip circle diameter; HL/PL/HB in cm, HGD in mm","General population, Northwest Mexico",Mexico,male,15-59,2275,percentile,5,4.18,41.8,1.6457,
Normative data for the anthropometric hand dimensions of the Mexican population,6,"Rodríguez-Vega G, Rodríguez-Vega DA. (2024). Normative data for the anthropometric hand dimensions of the Mexican population. European Public & Social Innovation Review, 9, 1-15. https://doi.org/10.31637/epsir-2024-932",Hand grip diameter,hand,"Traditional caliper (dominant hand); HL=wrist stylion to middle-finger tip; PL=wrist crease to middle-finger base crease; HB=metacarpal II-V; HGD=thumb-index grip circle diameter; HL/PL/HB in cm, HGD in mm","General population, Northwest Mexico",Mexico,male,15-59,2275,percentile,50,4.8,48.0,1.8898,
